grdc	ArcID	lat	lon	river	station
2911700	17179	59.75	68.75	KONDA (TRIB. IRTYSH)	ALTAY
2911703	16710	60.25	64.75	KONDA (TRIB. IRTYSH)	URAY
2911731	17183	59.75	70.75	DEMYANKA	URTI LIMKOJEVSKY
2911820	25969	49.75	84.75	BUQTYRMA	LESNAYA PRISTAN
2912205	21878	54.25	63.25	UY (TRIB. TOBOL)	KRUTOYARSKY
2912303	20145	56.25	66.25	TOBOL	KARKINO
2912400	19312	57.25	65.25	TURA	TIUMEN
2912401	18479	58.25	63.75	TURA	TURINSK
2912430	19729	56.75	65.25	PYSHMA	BOGADINSKOJE
2912550	13058	63.75	61.75	SEVERNAYA SOSVA	SOSVA
2912551	13603	63.25	61.25	SEVERNAYA SOSVA	KIMKYASUY
2912553	14668	62.25	60.75	SEVERNAYA SOSVA	NYAKSIMVOL
2912556	13609	63.25	64.25	SEVERNAYA SOSVA	IGRIM
2912600	10183	66.25	66.25	OB	SALEKHARD
2912602	15722	61.25	68.75	OB	BELOGORJE
2912630	18892	57.75	65.75	TAVDA	NIZHNYAYA TAVDA
2912640	10777	65.75	68.75	POLUY	POLUY
2912650	17609	59.25	61.75	SOSVA	SOSVA
2912657	17165	59.75	61.75	LOZVA	SHABUROVO
2912671	20143	56.25	65.25	ISET (TRIB. TOBOL)	MEKHONSKOJE
2912680	20559	55.75	64.25	MIASS	KARGAPOLJE
2913200	25928	49.75	64.25	KARA-TURGAY	AKUTKUL
2913550	25948	49.75	74.25	NURA-CHURUBAY	SERGIOPOLSKOYE
2914450	29738	45.25	78.25	KARA-TAL	USH-TOBE
2916200	30876	43.75	67.25	SYR DARYA	TYUMEN-ARYK
2916201	29304	45.75	62.25	SYR DARYA	KAZALINSK
2916203	33434	40.25	69.25	SYR DARYA	BEKABAD
2916204	30110	44.75	65.25	SYR DARYA	KARAOZEK
2916500	31985	42.25	69.25	ARYS	ARYS
2916550	32347	41.75	69.75	CHIRCHIK	HODJIKENT
2916850	32720	41.25	72.25	NARYN (NORIN)	UCH-KURGAN
2916860	32723	41.25	73.75	NARYN (NORIN)	UST. KEKIRIM
2916890	32728	41.25	76.25	NARYN (NORIN)	NARYN
2917100	31966	42.25	59.75	AMU DARYA	CHATLY
2917110	35130	37.75	65.25	AMU DARYA	KERKI
2917400	35135	37.75	67.75	SURKHAN-DARYA	MANGUZAR
2917450	34132	39.25	68.25	ZERAVSHAN	DUPULI
2917610	35136	37.75	68.25	KAFIRNIGAN	TARTKI
2917700	35143	37.75	71.75	GUNT	KHOROG
2917820	34811	38.25	72.75	BARTANG	BARCHADIV
2917900	34472	38.75	69.75	VAKHSH	TUTKAUL
2917920	34137	39.25	70.75	VAKHSH	GARM
2917950	35474	37.25	68.75	PYANDZH	NIZ. PYANDZH
2919100	24159	51.75	55.75	URAL	ORENBURG
2919200	24601	51.25	51.25	URAL	KUSHUM
2919500	25488	50.25	57.25	ILEK (TRIB. URAL)	AKTUBINSK
2964080	47098	17.75	100.75	NAM NAN	SIRIKIT DAM
2964130	48153	15.25	100.25	CHAO PHRAYA	WAT PHO NGAM (BAN RE RAI)
2964999	48350	14.75	99.25	QUAE YAI	SRINAGARIND DAM
2969010	45628	20.75	100.25	MEKONG	CHIANG SAEN
2969087	48158	15.25	102.75	NAM MUN	SATUK
2969100	47542	16.75	104.75	MEKONG	MUKDAHAN
2969150	47959	15.75	104.25	LAM CHI	YASOTHON
2969200	48162	15.25	104.75	NAM MUN	UBON
2998110	5511	70.75	136.25	YANA	UBILEYNAYA
2998112	8567	67.75	133.75	YANA	VERHOYANSK
2998150	7436	68.75	131.75	OMOLOY	NAMU
2998400	6407	69.75	147.25	INDIGIRKA	VORONTSOVO
2998401	13218	63.75	141.75	INDIGIRKA	YURTY
2998412	12089	64.75	141.75	ELGI	42 KM UP RIVER OFFING
2998450	7481	68.75	154.25	ALAZEYA	ANDRUSHKINO
2998454	15371	61.75	150.75	BAKHAPCHA	5.4 KM UP UST'YA
2998461	9135	67.25	132.25	DULGALAKH	TOMTOR
2998470	8570	67.75	135.25	ADYCHA	YURDUK-KUMAH
2998471	9142	67.25	135.75	ADYCHA	OIUN-HOMOTO
2998480	7440	68.75	133.75	BYTANTAY	ASAR
2998500	9178	67.25	153.75	KOLYMA	SREDNE-KOLYMSK
2998502	14850	62.25	151.75	KOLYMA	UST-SREDNEKAN
2998505	14842	62.25	147.75	KOLYMA	OROTUK
2998510	7490	68.75	158.75	KOLYMA	KOLYMSKAYA
2998511	14303	62.75	146.25	AYAN-YURYAKH	EMTEGEI
2998600	12665	64.25	144.25	NERA (TRIB. INDIGIRKA)	ALA-CHUBUK
2998702	8057	68.25	164.25	ANYUY (TRIB. KOLYMA)	OSTROVNOJE
2998720	8623	67.75	161.75	BOL. ANYUY (TRIB. KOLYMA)	KONSTANTINOVO
2998735	10964	65.75	162.25	BOL. OLOY	UTUCHAN
2998740	9184	67.25	156.75	BEREZOVKA (TRIB. KOLYMA)	BEREZOVKA
2998900	8091	67.75	-178.75	AMGUEMA	MOUTH OF SHOUMNY BROOK
2999150	4761	71.75	114.25	ANABAR	SASKYLAKH
2999151	6341	69.75	114.25	MAL. KUONAMKA	DJALINDA
2999200	10785	65.75	72.75	NADYM	NADYM
2999250	10215	66.25	82.25	TAZ	SIDOROVSK
2999500	9600	66.75	77.75	PUR	SAMBURG
2999501	10796	65.75	78.25	PUR	URENGOY
2999510	11960	64.75	77.25	PYAKUPUR	TARKO-SALE
2999850	4737	71.75	102.25	KHATANGA	KHATANGA
2999900	5115	71.25	123.25	OLENEK	8KM U/S OF MOUTH OF PUR RIVER
2999910	4780	71.75	123.75	OLENEK	7.5KM D/S OF MOUTH OF RIVER PUR
2999920	7409	68.75	118.25	OLENEK	SUKHANA
2999922	7954	68.25	112.75	OLENEK	OLENEK
3103150	51816	5.25	-75.75	CAUCA	LA PINTADA
3103300	49890	10.25	-74.75	MAGDALENA	CALAMAR
3103500	51453	6.25	-74.75	MAGDALENA	PUERTO BERRIO
3142500	52974	1.75	-77.25	PATIA	PTE PUSMEO
3178800	64549	-30.75	-71.25	LIMARI	PANAMERICANA
3179200	65346	-33.75	-71.25	MAIPO	CABIMBAO
3179250	65455	-34.25	-71.25	RAPEL	CORNECHE
3179500	65877	-37.25	-72.75	BIOBIO	DESEMBOCADURA
3206610	51839	5.25	-64.25	EREBATO	EL PERRO
3206720	50721	8.25	-63.75	ORINOCO	PUENTE ANGOSTURA
3264500	63483	-27.25	-55.75	RIO PARANA	POSADAS
3265005	63139	-26.25	-65.75	CALCHAQUI	LA PUNILLA
3265100	62976	-25.75	-63.75	SALADO (TRIB. PARANA)	EL ARENAL
3265300	63640	-27.75	-58.75	RIO PARANA	CORRIENTES
3265601	65134	-32.75	-60.75	RIO PARANA	TIMBUES
3265910	63963	-28.75	-58.25	CORRIENTES	PASO LUCERO
3268150	62086	-23.25	-64.25	BERMEJO	ZANJA DEL TIGRE
3268270	62267	-23.75	-64.25	SAN FRANCISCO (PARAGUAY)	CAIMANCITO (PUENTE CARRETERO)
3268500	61708	-22.25	-62.75	PILCOMAYO	LA PAZ
3268900	62984	-25.75	-59.75	BERMEJO	EL COLORADO
3269300	64122	-29.25	-57.75	RIO MIRINAY	PASO LEDESMA
3274030	63622	-27.75	-67.75	ABAUCAN	TINOGASTA
3274150	63627	-27.75	-65.25	DULCE	EL SAUCE (1967: EMBALSE RIO HONDO)
3275050	64404	-30.25	-69.25	JACHAL	PACHIMOCO
3275100	64701	-31.25	-68.75	SAN JUAN (TRIB. ATLANTIC - ARGENTINIA)	LA PUNTILLA
3275220	65117	-32.75	-69.25	MENDOZA	USINA CACHEUTA
3275700	65823	-36.75	-69.75	COLORADO (ARGENTINIA)	BUTA RANQUIL
3275750	66067	-38.75	-65.25	COLORADO (ARGENTINIA)	PICHI MAHUIDA
3275800	66003	-38.25	-69.75	NEUQUEN	PASO DE LOS INDIOS
3275900	66204	-40.75	-70.75	LIMAY	PASO LIMAY
3275990	66185	-40.25	-64.25	NEGRO (ARGENTINIA)	PRIMERA ANGOSTURA
3276200	66388	-43.25	-69.25	CHUBUT	LOS ALTARES
3276320	66514	-45.25	-69.75	SENGUERR	VUELTA DEL SENGUERR
3276800	66724	-50.25	-72.25	SANTA CRUZ	CHARLES FUHR
3308300	51666	5.75	-60.75	MAZARUNI	APAIKWA
3308400	51301	6.75	-59.25	CUYUNI	KAMARIA FALLS
3308600	51850	5.25	-58.75	ESSEQUIBO	PLANTAIN ISLAND
3411300	52037	4.75	-56.25	COPPENAME	MAKSITA
3469050	64723	-31.25	-57.75	URUGUAY RIVER	SALTO
3469100	65260	-33.25	-57.25	NEGRO (URUGUAY)	PALMAR
3469150	65262	-33.25	-56.25	YI	PASO DEL BOTE
3469200	65014	-32.25	-55.25	TACUAREMBO	PASO DE LA LAGUNA
3512400	52041	4.75	-54.25	MARONI	LANGA TABIKI
3514800	52378	3.75	-52.25	OYAPOCK	MARIPA
3618053	53343	0.75	-67.25	NEGRO (TRIB. AMAZONAS)	SAO FELIPE
3618090	52995	1.75	-66.75	NEGRO (TRIB. AMAZONAS)	CUCUI
3618110	53160	1.25	-67.75	RIO ICANA	MISSAO ICANA
3618500	52841	2.25	-60.75	RIO BRANCO	CARACARAI
3618720	52519	3.25	-60.75	RIO URARICOERA	FAZENDA PASSARAO
3618950	53339	0.75	-69.25	RIO UAUPES	UARACU
3621200	54273	-1.75	-66.75	RIO JAPURA	ACANAUI
3621400	54076	-1.25	-69.75	RIO JAPURA	VILA BITTENCOURT
3622400	55298	-4.25	-71.25	RIO JAVARI	ESTIRAO DO REPOUSO
3622401	55674	-5.25	-72.75	RIO JAVARI	PALMEIRAS DO JAVARI
3622450	55488	-4.75	-71.75	RIO CURUCA	SANTA MARIA
3622800	55679	-5.25	-70.25	RIO ITUI	LADARIO
3622801	55678	-5.25	-70.75	RIO ITUI	SERINGAL DO ITUI
3623100	54880	-3.25	-69.25	AMAZONAS	SAO PAULO DE OLIVENCA
3624120	55685	-5.25	-67.25	RIO JURUA	GAVIAO
3624122	56252	-6.75	-70.25	RIO JURUA	EIRUNEPE-MONTANE
3624160	56628	-7.75	-72.75	RIO JURUA	CRUZEIRO DO SUL
3624180	57216	-9.25	-72.75	RIO JURUA	TAUMATURGO
3624200	55305	-4.25	-67.75	RIO JUTAI	BARREIRA ALTA
3624300	56444	-7.25	-70.25	RIO TARAUACA	ENVIRA
3625150	57398	-9.75	-67.75	RIO ACRE	RIO BRANCO
3625310	55507	-4.75	-62.25	RIO PURUS	ARUMA-JUSANTE
3625340	56455	-7.25	-64.75	RIO PURUS	LABREA
3625360	57037	-8.75	-67.25	RIO PURUS	VALPARAISO-MONTANTE
3625370	57225	-9.25	-68.25	RIO PURUS	SERINGAL DA CARIDADE
3625380	57222	-9.25	-69.75	RIO PURUS	MANOEL URBANO
3627030	55892	-5.75	-61.25	RIO MADEIRA	MANICORE
3627040	57233	-9.25	-64.25	RIO MADEIRA	PORTO VELHO
3627041	57564	-10.25	-65.25	RIO MADEIRA	ABUNA
3627060	57402	-9.75	-65.75	RIO ABUNA	MORADA NOVA-JUSANTE
3627110	57721	-10.75	-65.25	RIO MAMORE	GUAJARA-MIRIM
3627402	57238	-9.25	-61.75	RIO JIPARANA	TABAJARA
3627408	57879	-11.25	-61.75	RIO JIPARANA	JIPARANA (RONDONIA)
3627650	56652	-7.75	-60.75	RIO ARIPUANA	PRAINHA VELHA
3627701	56467	-7.25	-58.75	RIO SUCUNDURI	SANTAREM SUCUNDURI
3627810	58491	-13.25	-62.75	RIO GUAPORE	PEDRAS NEGRAS
3628100	53911	-0.75	-56.25	RIO CUMINA (PARU DE OESTE)	VISTA ALEGRE - CONJ 1
3628200	54102	-1.25	-56.75	RIO TROMBETAS	CACH DA PORTEIRA - CONJ 1
3628500	54101	-1.25	-57.25	RIO MAPUERA	ESTIRAO DA ANGELICA
3629000	54295	-1.75	-55.75	AMAZONAS	OBIDOS - PORTO
3629100	54297	-1.75	-54.75	RIO CURUA UNA	BOCA DO INFERNO
3629150	56092	-6.25	-57.75	RIO TAPAJOS	FORTALEZA
3629180	56468	-7.25	-58.25	RIO TAPAJOS	BARRA DO SAO MANUEL-JUSANTE
3629380	58033	-11.75	-58.75	RIO JURUENA	FONTANILHAS
3629771	57421	-9.75	-56.25	SAO MANUEL	JUSANTE FOZ PEIXOTO DE AZEVEDO
3629772	57583	-10.25	-55.75	SAO MANUEL	INDECO
3629773	58039	-11.75	-55.75	SAO MANUEL	CACHOEIRAO
3629790	56850	-8.25	-57.75	SAO MANUEL	TRES MARIAS
3629900	58034	-11.75	-58.25	RIO DO SANGUE	FAZENDA TOMBADOR
3629910	58036	-11.75	-57.25	RIO ARINOS	PORTO DOS GAUCHOS
3630010	55133	-3.75	-51.75	RIO BACAJA	FAZENDA CIPAUBA
3630050	54914	-3.25	-52.25	RIO XINGU	ALTAMIRA
3630051	56479	-7.25	-52.75	RIO XINGU	BOA SORTE
3630120	55523	-4.75	-54.25	RIO IRIRI	PEDRA DO O
3630150	55906	-5.75	-54.25	RIO IRIRI	LARANJEIRAS
3630200	56289	-6.75	-51.75	RIO FRESCO	BOA ESPERANCA
3630300	54107	-1.25	-54.25	RIO MAICURU	ARAPARI
3631050	53375	0.75	-51.25	RIO ARAGUARI	PORTO PLATON
3631100	53918	-0.75	-52.75	RIO JARI	SAO FRANCISCO
3631210	53734	-0.25	-53.75	RIO PARU DE ESTE	FAZENDA PAQUIRA
3649014	59011	-14.75	-49.25	RIO DAS ALMAS	COLONIA DOS AMERICANOS
3649030	59012	-14.75	-48.75	RIO MARANHAO	PONTE QUEBRA LINHA
3649130	58681	-13.75	-46.75	RIO SAO DOMINGOS	FAZENDA VENEZA
3649211	58208	-12.25	-48.75	RIO SANTA TERESA	JACINTO
3649240	58054	-11.75	-48.25	RIO MANUEL ALVES	FAZENDA LOBEIRA
3649250	57905	-11.25	-48.75	TOCANTINS	PORTO NACIONAL
3649310	56679	-7.75	-47.25	RIO MANUEL ALVES GRANDE	GOIATINS
3649320	57438	-9.75	-47.75	RIO DO SONO	PORTO REAL
3649412	59350	-15.75	-51.75	ARAGUAIA	ARAGUAIANA
3649414	58204	-12.25	-50.75	ARAGUAIA	FAZENDA TELESFORO
3649416	56867	-8.25	-49.25	ARAGUAIA	CONCEICAO DO ARAGUAIA
3649418	56295	-6.75	-48.75	ARAGUAIA	XAMBIOA
3649459	59529	-16.25	-51.75	CAIAPO	PERES
3649614	59172	-15.25	-53.25	RIO DAS MORTES	TORIQUEJE
3649619	58203	-12.25	-51.25	RIO DAS MORTES	SANTO ANTONIO DO LEVERGER
3649900	55721	-5.25	-49.25	TOCANTINS	ITUPIRANGA
3649902	55920	-5.75	-47.25	TOCANTINS	DESCARRETO
3649905	56869	-8.25	-48.25	TOCANTINS	TUPIRATINS
3649950	55137	-3.75	-49.75	TOCANTINS	TUCURUI
3649960	55916	-5.75	-49.25	RIO ITACAIUNAS	FAZENDA ALEGRIA
3650150	54923	-3.25	-47.75	RIO CAPIM	BADAJOS
3650202	54519	-2.25	-46.25	RIO GURUPI	ALTO BONITO
3650285	54928	-3.25	-45.25	RIO PINDARE	PINDARE-MIRIM
3650335	55542	-4.75	-44.75	RIO MEARIM	BACABAL
3650355	55732	-5.25	-43.75	RIO ITAPECURU	CAXIAS
3650359	55352	-4.25	-44.25	RIO ITAPECURU	CANTANHEDE
3650385	54931	-3.25	-43.75	RIO MUNIM	NINA RODRIGUES
3650455	56688	-7.75	-42.75	RIO PIAUI	SAO FRANCISCO DO PIAUI
3650460	56502	-7.25	-41.25	RIO ITAIM	SANTA CRUZ DO PIAUI II
3650470	55930	-5.75	-42.25	RIO POTI	FAZENDA CANTINHO II
3650471	55549	-4.75	-41.25	RIO POTI	FAZENDA BOA ESPERANCA
3650477	55153	-3.75	-41.75	RIO LONGA	TINGUIS
3650480	55151	-3.75	-42.75	RIO PARNAIBA	PORTO FORMOSA
3650488	56874	-8.25	-45.75	RIO PARNAIBA	FAZENDA PARACATI
3650525	55156	-3.75	-40.25	RIO ACARAU	SOBRAL
3650634	55742	-5.25	-38.75	RIO BANABUIU	MORADA NOVA II
3650645	56313	-6.75	-39.75	RIO JAGUARIBE	IGUATU
3650649	55937	-5.75	-38.75	RIO JAGUARIBE	PEIXE GORDO
3650750	56318	-6.75	-37.25	RIO PIRANHAS-ACU	JARDIM DE PIRANHAS
3650885	56514	-7.25	-35.25	RIO PARAIBA	PONTE DA BATALHA
3651309	60097	-17.75	-44.75	RIO DAS VELHAS	VARZEA DA PALMA
3651408	59913	-17.25	-45.75	RIO PARACATU	PORTO ALEGRE
3651535	58851	-14.25	-44.75	RIO CARINHANHA	JUVENILIA
3651678	57915	-11.25	-43.75	RIO GRANDE (TRIB. SAO FRANSISCO)	BOQUEIRAO
3651680	57914	-11.25	-44.25	RIO PRETO (TRIB. SAO FRANCISCO)	FAZENDA PORTO LIMPO
3651800	57280	-9.25	-40.75	SAO FRANCISCO	JUAZEIRO
3651805	59190	-15.25	-44.25	SAO FRANCISCO	MANGA
3651806	58688	-13.75	-43.25	SAO FRANCISCO	BOM JESUS DA LAPA
3651807	58064	-11.75	-43.25	SAO FRANCISCO	MORPARA
3651900	57459	-9.75	-37.25	SAO FRANCISCO	TRAIPU
3652030	57772	-10.75	-39.75	RIO ITAPICURU	QUEIMADAS
3652039	57926	-11.25	-38.25	RIO ITAPICURU	USINA ALTAMIRA
3652050	57776	-10.75	-37.75	RIO VAZA-BARRIS	FAZENDA BELEM
3652068	58072	-11.75	-39.25	RIO JACUIPE	PONTE RIO BRANCO
3652135	58383	-12.75	-39.25	RIO PARAGUACU	PEDRA DO CAVALO
3652220	58694	-13.75	-40.25	RIO DE CONTAS	JEQUIE
3652320	59374	-15.75	-39.75	RIO PRADO	MASCOTE
3652419	59920	-17.25	-42.25	RIO ARACUAI	ARACUAI
3652450	59552	-16.25	-40.25	RIO JEQUITINHONHA	JACINTO
3652500	60105	-17.75	-40.75	MUCURI	NANUQUE
3652600	60643	-19.25	-40.75	RIO DOCE	LINHARES
3652890	61559	-21.75	-41.25	PARAIBA DO SUL	CAMPOS - PONTE MUNICIPAL
3653120	62656	-24.75	-48.75	RIO RIBEIRA DO IGUAPE	IPORANGA (PCD)
3653352	63334	-26.75	-49.25	RIO ITAJAI-ACU	BLUMENAU
3653400	64287	-29.75	-51.75	RIO JACUI	PASSO DO RASO
3659009	60450	-18.75	-50.25	RIO PARANAIBA	FAZENDA SANTA FE
3659500	60086	-17.75	-50.25	RIO DOS BOIS	ABAIXO BARRA DO RIO VERDE
3662100	61156	-20.75	-51.75	RIO PARANA	JUPIA - JUSANTE
3662300	61535	-21.75	-53.25	RIO ANHANDUI	DELFINO COSTA
3663100	62468	-24.25	-54.25	RIO PARANA	SALTO DEL GUAIRA
3663200	62470	-24.25	-53.25	RIO PIQUIRI (TRIB. PARANA)	BALSA SANTA MARIA
3663655	62110	-23.25	-52.25	RIO IVAI	PORTO PARAISO DO NORTE
3663700	62294	-23.75	-50.75	RIO TIBAJI	JATAIZINHO ANA/CESP
3664150	62998	-25.75	-52.75	RIO IGUACU	SALTO OSORIO JUSANTE
3664160	62995	-25.75	-54.25	RIO IGUACU	SALTO CATARATAS
3664802	63169	-26.25	-50.75	RIO IGUACU	UNIAO DA VITORIA
3666050	59338	-15.75	-57.75	RIO PARAGUAY	CACERES (DNPVN)
3666200	59893	-17.25	-55.75	RIO PIQUIRI (TRIB. PARAGUAY)	SAO JERONIMO
3666400	59891	-17.25	-56.75	RIO CUIABA	PORTO DO ALEGRE
3666500	59709	-16.75	-54.75	RIO SAO LOURENCO	ACIMA DO CORREGO GRANDE
3667020	60785	-19.75	-57.25	RIO PARAGUAY	PORTO ESPERANCA (DNOS)
3667060	61335	-21.25	-57.75	RIO PARAGUAY	PORTO MURTINHO (FB/DNOS)
3667100	60788	-19.75	-55.75	RIO NEGRO (TRIB. PARAGUAY)	FAZENDA RIO NEGRO
3667200	61147	-20.75	-56.25	RIO MIRANDA	MIRANDA
3667300	60260	-18.25	-54.75	RIO TAQUARI	COXIM
3667400	61719	-22.25	-57.25	RIO APA	SAO CARLOS
3669600	64126	-29.25	-55.75	RIO IBICUI	PASSO MARIANO PINTO
3669700	63491	-27.25	-51.75	URUGUAY RIVER	MARCELINO RAMOS
4101501	6490	69.25	-152.25	COLVILLE RIVER	UMIAT, AK
4101900	9254	66.75	-160.25	KOBUK RIVER	NEAR KIANA, ALAS.
4102100	14920	61.75	-157.75	KUSKOKWIM RIVER	CROOKED CREEK, ALAS.
4102700	15465	61.25	-144.25	COPPER RIVER	NEAR CHITINA, ALAS.
4102740	16925	59.75	-157.25	NUSHAGAK RIVER	EKWOK, AK
4102800	14935	61.75	-150.25	SUSITNA RIVER	SUSITNA STATION AK
4103200	14376	62.25	-163.25	YUKON RIVER	PILOT STATION, AK
4103300	12179	64.25	-158.75	YUKON RIVER	NEAR KALTAG, ALAS.
4103450	11617	64.75	-155.75	YUKON RIVER	RUBY, ALAS.
4103500	10459	65.75	-154.25	KOYUKUK RIVER	HUGHES, ALAS.
4103560	8708	67.25	-146.75	CHANDALAR RIVER	NEAR VENETIE, ALAS.
4103600	11631	64.75	-148.75	TANANA RIVER	NENANA, ALAS.
4103700	8715	67.25	-143.25	PORCUPINE RIVER	NEAR FORT YUKON, ALAS.
4103750	12775	63.75	-143.75	TANANA RIVER	NEAR TANACROSS, ALAS.
4103800	11646	64.75	-141.25	YUKON RIVER	EAGLE AK
4103820	12214	64.25	-141.25	FORTYMILE RIVER	NEAR STEELE CREEK, ALAS.
4113300	27438	47.75	-96.75	RED RIVER (OF THE NORTH)	GRAND FORKS, N.D.
4113302	27865	47.25	-96.75	RED RIVER (OF THE NORTH)	HALSTAD, MN
4113363	28699	46.25	-97.25	SHEYENNE RIVER	LISBON, ND
4114615	25759	49.75	-79.25	TURGEON (RIVIERE)	EN AMONT DE LA RIVIERE HARRICANA
4115101	29461	45.25	-122.75	WILLAMETTE RIVER	PORTLAND, OR
4115200	29061	45.75	-121.25	COLUMBIA RIVER	THE DALLES, OR
4115202	28235	46.75	-119.75	COLUMBIA RIVER	BELOW PRIEST RAPIDS DAM, WA
4115205	26962	48.25	-119.75	COLUMBIA RIVER	BELOW WELLS DAM, WA
4115206	27395	47.75	-118.25	COLUMBIA RIVER	GRAND COULEE, WA
4115220	29872	44.75	-120.25	JOHN DAY RIVER	SERVICE CREEK, OR
4115280	29464	45.25	-121.25	DESCHUTES RIVER	MOODY NEAR BIGGS, OR
4115305	26099	49.25	-120.25	SIMILKAMEEN RIVER	NEAR NIGHTHAWK, WA
4115332	27403	47.75	-114.25	FLATHEAD RIVER	NEAR POISON, MT
4115349	28247	46.75	-113.75	CLARK FORK	ABOVE MISSOULA, MT
4115400	27397	47.75	-117.25	SPOKANE RIVER	LONG LAKE, WA
4116180	28659	46.25	-117.25	SNAKE RIVER	CLARKSTON, WA
4116184	30274	44.25	-117.25	SNAKE RIVER	WEISER, ID
4116185	30660	43.75	-116.75	SNAKE RIVER	NYSSA, OR
4116187	31421	42.75	-115.25	SNAKE RIVER	KING HILL, ID
4116300	28660	46.25	-116.75	CLEARWATER RIVER (TRIB. SNAKE)	SPALDING, ID
4116330	29071	45.75	-116.25	SALMON RIVER (TRIB. SNAKE)	WHITE BIRD, ID
4116450	31037	43.25	-117.25	OWYHEE RIVER	BELOW OWYHEE DAM, OR
4118410	32855	40.75	-116.25	HUMBOLDT RIVER	PALISADE, NV
4118440	32852	40.75	-117.75	HUMBOLDT RIVER	NEAR IMLAY, NV
4118850	33932	39.25	-111.75	SEVIER RIVER	JUAB, UT
4119080	29118	45.75	-92.75	ST. CROIX RIVER (TRIB. MISSISSIPPI)	ST. CROIX FALLS, WI
4119100	29926	44.75	-93.25	MISSISSIPPI RIVER	ST.PAUL, MN
4119101	28287	46.75	-93.75	MISSISSIPPI RIVER	AITKIN, MN
4119280	32903	40.75	-92.25	DES MOINES RIVER	KEOSAUQUA, IA
4119300	32905	40.75	-91.25	MISSISSIPPI RIVER	KEOKUK, IA
4119400	33625	39.75	-90.25	ILLINOIS RIVER (TRIB. UPPER MISSISSIPPI)	VALLEY CITY
4119401	32542	41.25	-89.25	ILLINOIS RIVER (TRIB. UPPER MISSISSIPPI)	HENRY, IL
4119440	29929	44.75	-91.75	CHIPPEWA RIVER (TRIB. MISSISSIPPI)	DURAND, WI
4119450	31092	43.25	-89.75	WISCONSIN RIVER	MUSCODA,, WI
4119460	29925	44.75	-93.75	MINNESOTA RIVER	NEAR JORDAN, MN
4119650	31833	42.25	-90.25	MISSISSIPPI RIVER	CLINTON, IA
4119800	33975	39.25	-90.25	MISSISSIPPI RIVER	ALTON, ILL.
4120120	29088	45.75	-107.75	BIGHORN RIVER	ABOVE TULLOCK CREEK NEAR BIGHORN, MT
4120200	26988	48.25	-106.75	MILK RIVER (TRIB. MISSOURI RIVER)	NASHUA, MT
4120321	28676	46.25	-108.75	MUSSELSHELL RIVER	NEAR ROUNDUP, MT
4120330	29080	45.75	-111.75	JEFFERSON RIVER	NEAR THREE FORKS, MT
4120900	26992	48.25	-104.75	MISSOURI RIVER	NEAR CULBERTSON, MT
4120901	27419	47.75	-106.25	MISSOURI RIVER	BELOW FORT PECK DAM, MT
4120902	27411	47.75	-110.25	MISSOURI RIVER	VIRGELLE, MT
4120950	27423	47.75	-104.25	YELLOWSTONE RIVER	NEAR SIDNEY, MT
4120951	29086	45.75	-108.75	YELLOWSTONE RIVER	BILLINGS, MT
4120956	31055	43.25	-108.25	WIND RIVER	BELOW BOYSEN RESERVOIRE, WY
4121100	27851	47.25	-103.75	LITTLE MISSOURI RIVER	NEAR WATFORD CITY, ND
4121131	29504	45.25	-101.25	MOREAU RIVER	NEAR WHITEHORSE, SD
4121141	30304	44.25	-102.25	CHEYENNE RIVER	NEAR PLAINVIEW, SD
4121142	30688	43.75	-102.75	CHEYENNE RIVER	NEAR WASTA, SD
4121160	30694	43.75	-99.75	WHITE RIVER (TRIB. MISSOURI)	NEAR OACOMA, SD
4121300	30698	43.75	-97.75	JAMES RIVER (TRIB. MISSOURI)	NEAR SCOTLAND, SD
4121321	30315	44.25	-96.75	BIG SIOUX RIVER	NEAR BROOKINGS, SD
4121341	31822	42.25	-95.75	LITTLE SIOUX RIVER	NEAR TURIN, IA
4121420	29102	45.75	-100.75	GRAND RIVER (TRIB. M. MISSOURI)	LITTLE EAGLE, SD
4121800	31456	42.75	-97.75	MISSOURI RIVER	YANKTON, S.D.
4121802	27857	47.25	-100.75	MISSOURI RIVER	BISMARCK, ND
4122131	33243	40.25	-104.25	PLATTE RIVER (SOUTH)	NEAR WELDONA, CO
4122151	32152	41.75	-106.75	PLATTE RIVER (NORTH)	ABOVE SEMINOE RESERVOIRE NR SINCLAIR, WY
4122152	31805	42.25	-104.25	PLATTE RIVER (NORTH)	WYOMING-NEBRASKA STATE LINE
4122222	34302	38.75	-97.25	SMOKY HILL RIVER	ENTERPRISE, KS
4122251	33619	39.75	-93.25	GRAND RIVER (TRIB. L. MISSOURI)	NEAR SUMNER, MO
4122300	34643	38.25	-93.25	OSAGE RIVER	NEAR BAGNELL, MO
4122350	33961	39.25	-97.25	REPUBLICAN RIVER	CLAY CENTER, KS
4122351	33251	40.25	-100.25	REPUBLICAN RIVER	CAMBRIDGE, NEBR.
4122600	32528	41.25	-96.25	PLATTE RIVER	LOUISVILLE, NEBR.
4122602	32891	40.75	-98.25	PLATTE RIVER	NEAR DUNCAN, NEBR.
4122630	32524	41.25	-98.25	LOUP RIVER	NEAR GENOA, NEBR.
4122650	32896	40.75	-95.75	MISSOURI RIVER	NEBRASKA CITY, NEBR.
